Dept 1,Dept 2,Dept 3,Dept 4,Dept 5,ltv
37,14,15,50,35,5775
25,18,10,75,34,5353
26,45,83,48,76,6499
24,16,47,22,90,5935
67,48,4,60,87,6222
97,17,74,27,4,6282
90,49,9,81,36,5771
94,82,9,44,60,5853
72,41,67,72,99,6890
41,91,34,98,85,6917
26,50,20,49,95,5715
56,51,77,92,90,6782
80,67,99,26,50,6689
27,87,58,25,33,6219
61,40,79,83,45,6969
72,35,53,69,94,7521
42,98,41,40,67,6382
69,53,74,15,17,5318
49,3,79,0,62,5603
3,40,12,62,54,5331
26,27,49,68,12,5648
4,40,25,10,26,5714
62,42,45,31,41,5621
69,73,41,48,43,6096
13,52,4,85,85,5295
41,10,45,31,32,6048
90,65,54,77,81,7085
19,22,52,58,38,4761
57,51,68,94,88,7045
44,98,53,32,41,6167
70,68,68,30,40,0
68,67,40,92,39,7293
90,74,24,65,88,6906
86,64,41,66,44,7101
30,87,77,57,39,6428
82,51,64,26,27,6004
35,77,99,25,36,5757
13,54,33,57,3,5986
99,68,28,13,10,4836
52,15,91,72,65,5912
3,22,0,56,59,6168
67,4,97,90,10,6636
3,4,66,32,32,6552
65,26,82,89,11,6224
20,14,91,47,22,5863
95,22,20,58,43,6307
43,53,6,68,32,5176
17,17,85,9,59,4958
49,76,93,53,21,7079
34,47,94,45,68,7016
31,71,51,46,42,6278
58,63,99,63,32,7683
10,22,79,64,31,5911
88,81,26,99,88,7191
12,83,95,37,92,6833
60,54,51,31,92,6495
80,89,11,75,66,6731
75,45,59,83,40,0
62,88,37,57,34,6431
60,19,37,89,27,5569
73,56,59,52,9,6493
80,68,0,35,95,7546
10,38,96,0,82,6006
82,52,87,88,2,6421
33,63,54,50,22,3279
22,79,43,15,92,5962
32,94,37,35,0,6522
93,89,31,40,18,5232
5,77,92,41,12,5864
42,37,38,64,32,5985
13,70,1,24,87,5929
45,71,18,25,59,6294
53,40,36,50,1,5547
4,41,37,12,79,5523
31,14,65,10,17,3942
95,58,21,86,22,6631
64,27,36,51,37,8234
17,6,80,44,51,5737
88,96,56,72,92,9239
16,64,49,24,18,5257
95,84,45,30,7,5570
13,81,77,78,16,0
70,88,71,58,28,6915
36,31,18,62,69,5819
56,49,15,93,59,5896
14,86,31,11,96,6506
0,32,15,44,73,5875
20,8,3,6,11,3958
77,31,58,33,32,6421
14,85,90,62,67,7347
77,91,4,95,16,6403
25,92,40,82,63,5772
65,12,32,6,86,6011
78,93,29,17,51,5814
86,0,70,31,10,6090
22,17,18,73,68,5476
16,62,85,88,61,6534
15,36,32,8,49,5643
80,83,52,28,6,5708
43,15,56,99,13,4904
24,39,18,84,73,3663
24,74,45,4,60,5506
91,61,27,77,67,5962
30,42,16,85,35,5023
65,92,94,35,80,7599
55,17,35,26,40,5975
61,47,79,96,49,7761
93,6,78,69,5,5581
92,86,40,58,81,6980
30,83,6,90,82,5662
20,65,0,91,99,6252
93,6,72,81,90,6593
95,50,75,40,19,6009
61,48,71,43,62,6235
92,92,75,22,40,7411
3,37,43,17,47,4480
15,8,84,20,42,4481
29,69,6,46,1,5886
0,71,3,66,81,4469
7,4,25,19,6,4092
48,43,64,94,51,5972
23,9,88,92,49,6720
27,22,39,34,42,5513
64,49,70,23,93,5550
7,2,58,96,66,5407
18,55,92,33,52,6176
43,6,58,59,55,6446
16,61,46,3,70,4811
61,48,71,89,29,5281
42,11,32,76,22,5315
56,83,88,6,48,0
83,56,6,71,18,6359
1,81,21,11,29,5024
7,58,47,43,84,6324
3,86,71,99,83,6388
44,84,21,56,55,6103
31,74,83,90,44,6757
30,70,18,44,37,4873
45,2,20,32,82,5721
50,97,3,85,39,6342
53,27,9,82,62,5898
70,2,70,42,29,5918
57,81,4,39,83,5321
44,61,20,38,66,-256
68,54,93,46,6,4693
56,59,29,92,89,0
66,16,26,79,85,6356
91,57,82,59,63,7215
92,13,61,84,30,6886
41,57,63,26,99,6978
69,95,98,92,71,8720
1,43,31,78,50,4325
7,53,39,99,33,6712
94,11,73,39,10,5937
32,34,98,2,36,4703
22,64,0,78,3,3276
62,50,71,20,24,5789
42,6,59,78,22,5245
46,91,36,91,75,6776
44,78,89,79,47,7246
15,87,47,50,30,5590
53,86,3,19,80,5926
70,37,48,64,79,5262
58,61,90,42,14,5542
15,93,1,19,78,5537
31,79,82,74,49,5781
33,0,74,90,90,6002
17,9,70,9,39,4462
31,9,61,62,16,5758
83,11,33,85,87,7356
28,52,29,39,96,5423
13,71,90,12,92,6520
18,67,28,72,36,5204
3,54,91,92,7,4823
70,58,2,61,25,6196
84,41,77,60,36,5799
83,43,77,18,67,6847
29,37,50,70,38,0
53,72,72,20,17,6628
9,40,12,57,12,5694
66,57,45,55,90,6249
66,77,43,19,31,4716
76,47,73,26,45,493
65,14,8,79,31,5569
67,7,31,13,48,5201
70,69,77,14,84,6850
60,85,46,74,7,6578
46,97,40,57,3,6719
72,88,65,8,61,6341
41,31,30,94,61,5372
99,95,58,36,8,5537
32,99,67,58,67,6886
13,35,31,11,61,5378
52,17,62,86,71,6544
15,92,84,8,55,5731
83,60,25,9,44,5118
78,64,80,63,18,6271
6,87,60,81,34,0
71,23,95,94,19,6889
78,21,14,54,32,6065
98,93,84,57,16,6699
81,30,10,11,26,5509
95,96,36,55,62,7881
84,88,12,28,99,6408
89,42,39,78,38,4212
44,15,28,75,74,6106
53,92,14,59,36,6820
35,65,4,71,31,5174
64,77,95,87,79,6994
1,0,43,79,7,4721
73,89,34,41,20,6009
4,84,34,48,17,5531
70,60,4,47,80,6363
58,26,55,27,45,5044
72,16,45,31,24,4847
33,0,96,36,60,5289
17,58,94,39,48,4488
82,98,62,77,72,6311
19,66,9,6,28,5275
0,77,51,94,61,6081
93,48,15,70,2,5629
30,84,6,20,15,6000
27,1,95,11,65,4935
82,15,14,48,69,6896
2,89,61,3,5,5183
9,41,8,86,13,5514
22,65,51,46,77,5946
68,70,78,55,17,6260
77,24,88,57,20,5071
70,81,36,91,8,6079
36,80,43,7,81,6474
83,73,36,6,76,5708
70,26,44,89,18,6464
83,32,42,79,36,3996
24,15,10,25,78,5531
13,51,85,13,0,5382
1,4,55,77,93,6178
92,34,20,55,42,5875
50,59,70,48,92,6734
47,81,62,35,4,5505
3,76,3,16,82,4421
33,85,38,45,30,4764
61,40,88,7,46,5471
24,75,53,93,42,6013
71,39,11,10,41,5117
54,41,41,39,20,5383
73,76,13,99,96,5497
22,73,93,88,41,5597
7,40,78,0,92,5407
57,43,11,50,60,7775
87,59,32,13,53,5930
0,1,16,0,22,4641
47,43,99,41,81,6517
84,73,81,88,0,6383
23,42,99,63,20,6066
55,68,80,43,14,6143
76,36,92,40,72,6207
92,51,57,69,97,7822
18,27,62,69,80,5787
47,15,54,96,21,4873
89,97,12,86,92,6412
68,32,15,70,64,6032
53,74,24,64,23,5913
41,39,88,41,90,6298
62,19,45,12,35,5937
36,49,48,15,53,4749
16,43,61,76,1,5628
2,1,79,71,76,5061
58,68,5,79,32,5619
44,70,75,65,82,5667
38,46,76,39,92,5797
5,21,85,1,86,5120
69,20,62,23,24,5299
7,76,2,0,36,4706
54,53,96,20,76,6853
57,52,81,54,39,5777
46,3,31,16,85,4789
4,62,93,5,66,6571
13,91,60,4,97,6061
95,63,45,29,15,5214
68,4,28,0,64,5553
46,70,8,51,38,5351
50,52,39,2,21,5121
75,5,97,6,37,6560
50,41,71,21,99,6547
59,11,61,17,26,6856
32,86,88,48,50,6844
55,93,65,88,6,5907
83,98,86,19,60,7181
67,89,68,1,14,4860
82,18,52,79,30,3491
64,44,91,61,83,6415
91,38,95,70,25,6236
99,13,79,52,0,6289
26,75,75,35,2,5414
76,80,8,52,11,6170
39,93,88,43,88,7390
23,45,60,5,63,5157
87,5,52,45,67,5589
76,98,43,93,35,6279
67,22,49,46,16,7074
80,49,14,98,88,5915
78,26,29,63,31,7768
72,82,1,65,61,6017
37,88,38,58,28,6904
84,76,26,16,59,5270
63,6,18,1,82,4892
73,15,0,94,81,4924
20,57,90,15,50,6172
17,54,79,48,60,5946
99,93,38,22,91,6643
39,77,42,77,83,6627
95,13,17,16,14,3626
78,33,16,86,40,6061
50,14,58,20,83,5306
94,69,18,18,61,5665
72,26,11,73,98,7570
82,84,31,76,55,6888
13,81,45,39,5,5591
8,52,17,71,38,5671
9,3,67,97,26,4070
41,38,88,13,38,5729
83,21,2,58,89,4984
61,11,40,5,47,4845
98,15,98,47,79,5856
66,38,14,94,50,6582
52,57,12,39,40,5026
15,81,64,99,25,6094
77,77,85,42,95,7447
13,26,17,16,51,4463
0,79,38,45,81,5832
3,89,15,34,68,5074
86,37,23,86,21,6078
43,59,99,63,7,6061
94,83,55,73,18,7381
6,78,90,25,69,5692
54,23,64,84,80,6721
68,56,0,11,59,5640
23,35,16,17,32,4887
58,39,50,1,57,5268
2,58,56,39,89,5829
34,66,50,75,24,3056
5,67,0,62,87,6783
42,87,20,66,28,5602
83,12,12,59,0,5046
91,88,0,36,67,5479
76,78,93,35,92,6571
80,46,86,52,53,6925
59,82,29,29,11,5730
52,49,84,44,24,6289
37,54,18,30,0,4412
53,46,46,21,45,5861
75,86,39,14,37,5719
28,62,9,80,84,6713
6,13,36,71,16,5779
93,96,85,77,23,7702
44,65,83,84,60,6227
36,47,35,97,55,4990
64,98,62,17,80,7679
70,51,46,56,48,0
49,84,88,44,44,7318
2,77,68,25,21,8290
34,44,97,64,34,5672
14,91,39,53,22,6425
64,86,62,29,36,6649
65,82,43,79,80,8810
30,53,11,63,57,3123
45,68,77,17,32,0
19,81,21,21,6,4130
11,40,6,50,33,5528
97,35,7,80,80,7001
40,97,92,16,91,5964
96,62,74,13,0,5525
59,24,56,75,41,5947
83,20,27,65,28,8609
98,24,62,55,81,6650
17,98,66,97,59,5730
54,35,42,63,17,8094
22,84,86,17,42,8645
79,59,51,86,63,0
8,27,0,4,59,4542
78,11,51,95,28,4345
99,45,46,14,95,5959
55,41,56,61,0,6227
78,44,60,29,50,493
58,80,99,12,61,6730
93,89,26,33,28,5918
72,60,15,91,49,6039
16,31,89,46,50,7303
32,29,87,89,3,7266
50,54,17,51,47,5454
69,41,56,74,63,0
45,47,5,44,71,5435
37,69,2,3,12,4276
25,3,69,20,35,5404
34,17,0,33,46,5472
15,33,5,60,82,6276
50,59,95,66,80,6521
85,70,17,1,51,5402
3,91,55,38,98,5834
55,61,40,49,85,7035
63,26,19,73,69,5417
52,75,40,10,61,5392
29,7,7,95,92,6866
60,39,8,76,90,6242
65,21,75,91,19,6535
29,19,55,65,59,5849
67,31,24,8,39,5042
26,83,70,93,67,7033
11,2,64,64,50,4688
46,21,65,66,42,5981
8,86,20,77,50,5876
64,74,3,92,30,6212
74,20,96,35,40,5835
68,49,80,75,67,6390
59,0,92,14,3,3989
1,15,17,12,20,4716
53,42,20,98,34,6502
15,30,97,99,91,6499
32,42,12,15,19,5010
99,8,34,99,85,5897
89,15,77,38,64,6428
70,98,62,54,41,5969
89,10,94,92,60,6771
37,99,36,75,37,5626
41,96,11,0,78,4459
37,88,92,32,63,6733
93,93,38,68,56,7128
58,2,66,20,71,6919
42,15,38,35,29,4115
22,87,2,83,22,6152
69,5,12,4,23,4226
14,52,75,61,39,5529
0,95,63,85,7,5751
50,96,44,5,95,6531
97,70,65,67,53,6820
51,81,54,6,3,5931
56,76,14,28,74,6010
68,68,34,63,32,6181
20,66,63,60,46,6357
4,28,6,10,1,4486
71,32,51,75,8,8677
84,52,69,19,53,6758
88,39,74,40,7,6017
25,42,24,79,2,5911
46,9,41,44,5,5894
40,51,16,52,40,5828
58,35,8,45,88,5485
8,67,65,2,13,4117
91,57,70,19,96,4558
46,66,54,63,83,6270
28,98,50,5,60,6032
94,8,61,79,88,5364
10,25,2,31,53,4037
58,79,64,76,12,6850
48,89,9,2,12,5125
69,98,62,89,21,6148
19,12,64,76,66,4933
80,64,55,81,23,0
78,40,47,19,41,5469
67,16,66,71,37,6252
52,16,53,40,66,5510
15,45,63,14,32,4739
82,78,43,92,44,6413
95,41,53,91,30,6679
13,0,90,60,9,4990
79,48,49,14,74,5718
30,46,48,17,77,6392
75,75,84,53,22,6965
88,39,35,84,22,6381
81,80,77,92,12,6458
89,28,40,47,7,5174
48,0,14,61,25,6190
97,90,68,66,78,7828
70,88,39,61,15,6516
13,98,98,4,75,7868
27,28,83,87,50,5599
15,34,51,1,51,5908
23,83,4,66,97,6915
26,50,96,50,36,5958
65,71,39,96,15,6316
23,40,50,22,1,5866
26,49,44,54,39,0
72,1,20,65,94,5832
59,73,22,52,44,6794
95,62,30,45,36,6178
95,52,26,83,23,6935
5,98,19,54,76,5414
2,20,21,54,0,4735
75,30,94,31,66,6219
67,85,67,49,87,6597
59,3,82,3,55,6616
87,94,13,30,34,6603
79,17,53,99,64,6762
57,50,35,66,75,0
12,79,12,39,8,5321
59,14,16,62,15,5346
71,67,39,95,47,5738
86,42,68,62,46,4180
21,33,56,80,47,9718
74,9,37,27,5,4902
83,97,58,90,28,5961
65,61,47,29,49,6820
20,60,51,32,11,4423
39,66,31,18,88,6087
24,17,75,58,38,6031
95,68,50,71,31,6438
31,34,75,43,50,6065
80,98,14,30,73,6554
16,84,58,97,58,6263
36,33,1,31,40,5372
47,80,71,57,70,6752
20,77,67,12,4,6043
61,22,80,77,97,6234
70,31,42,45,22,6167
89,10,49,84,15,5635
54,56,75,63,1,6344
81,60,59,43,26,4368
46,15,13,96,39,5660
68,20,32,78,44,5984
10,2,65,70,85,6028
18,53,3,3,94,5810
69,28,99,69,73,6606
97,73,30,49,75,6986
98,90,99,81,17,7480
76,30,70,49,55,6283
46,60,97,36,88,6757
16,31,22,5,84,5754
12,74,76,80,6,5410
71,88,29,92,38,5635
46,71,37,79,7,6092
35,12,94,20,34,5389
95,31,48,0,0,6450
26,70,83,68,12,0
7,34,36,69,95,0
42,74,91,41,95,7561
7,42,78,40,42,5423
79,17,77,97,29,6978
61,79,84,85,14,7073
64,13,76,83,0,5949
78,57,23,89,82,6055
18,43,41,73,64,6953
26,21,94,23,87,5758
52,47,19,3,2,5351
51,33,0,46,19,5891
3,34,13,87,71,5355
41,52,14,80,75,6227
0,14,18,87,72,4787
14,16,89,27,35,5554
5,23,8,52,65,5049
76,75,72,46,24,7159
4,41,72,12,54,5382
78,41,80,41,64,6568
35,59,95,96,2,7044
92,86,32,75,98,7019
94,59,10,49,48,6884
27,50,72,4,32,6241
44,62,34,49,39,5910
84,74,14,12,88,6241
89,15,88,9,9,5266
30,89,37,65,83,6921
40,55,55,34,74,6769
75,37,16,19,56,6465
6,63,70,78,8,5427
28,5,25,52,71,6928
68,25,71,50,94,5128
46,69,89,47,58,6572
27,73,37,55,57,7348
41,73,76,23,11,5589
76,73,97,43,20,7194
61,20,10,13,32,6335
27,43,49,8,8,4863
81,45,91,22,90,7811
89,4,13,41,20,4605
42,36,73,55,69,5445
33,73,31,36,35,5390
56,95,35,32,39,5216
86,16,65,25,55,6244
19,6,64,85,15,4600
81,84,17,69,66,5448
56,21,78,83,45,5139
94,98,6,73,59,5976
60,28,97,78,94,7007
14,18,1,59,51,4672
12,87,52,12,49,6392
87,7,37,71,70,6403
84,92,76,85,70,8190
53,12,16,70,54,7083
40,40,87,96,67,6366
32,45,11,79,18,5219
94,89,43,31,19,6598
25,77,43,5,10,4388
47,75,26,39,20,5030
67,6,9,10,5,4994
77,32,96,36,58,7178
57,85,14,93,82,6079
74,71,82,42,68,6478
94,40,4,59,74,5377
83,50,17,28,92,5993
66,50,31,99,6,5247
43,98,60,54,88,6214
90,76,42,6,11,6050
57,34,66,10,0,4380
44,28,57,27,8,4764
39,52,63,75,19,5145
0,67,25,88,20,5931
69,78,52,27,70,6848
7,69,36,72,65,5782
61,79,92,5,8,6374
44,55,13,35,81,6283
35,40,93,82,98,7419
8,6,74,86,61,5992
52,60,46,38,89,6100
0,72,39,54,78,4753
77,92,20,98,84,7672
14,20,2,54,18,6112
76,77,97,67,80,6662
61,41,44,10,72,5430
56,95,78,64,47,6676
30,54,91,68,39,6602
33,29,29,85,96,5279
3,19,11,96,8,5415
5,1,33,81,76,5243
51,36,71,72,77,6270
96,13,7,96,61,6433
60,75,73,71,19,6738
74,15,95,39,2,6197
98,76,54,1,5,6034
10,42,30,28,39,5721
92,50,48,33,9,6225
60,41,91,70,98,7426
66,82,3,19,16,4751
12,70,11,50,82,6584
69,71,59,62,20,5913
11,29,0,19,69,6364
87,4,47,48,31,5305
41,58,83,11,70,6511
63,71,13,4,80,6148
26,58,25,28,14,4982
25,32,92,21,10,5524
70,66,99,21,80,7238
54,58,79,18,83,0
52,5,5,63,22,4306
68,55,43,4,50,5621
18,68,95,68,38,6542
74,37,29,58,16,7279
98,20,70,14,75,6744
34,90,79,39,72,6764
6,41,44,41,86,6155
4,33,52,55,4,5208
34,26,74,66,1,4672
44,98,41,86,21,6486
59,58,86,30,1,5889
1,7,7,31,12,4267
4,36,36,56,59,6404
36,9,31,93,63,5842
19,16,33,19,76,3960
90,55,81,77,54,6391
48,0,28,18,90,6344
52,9,42,23,99,6253
82,55,73,97,87,7118
40,41,85,30,85,5884
91,13,96,56,24,6425
68,70,48,48,75,6958
41,21,85,48,6,4883
50,75,57,40,86,6682
9,90,93,17,62,5652
58,71,99,45,7,6189
36,75,69,4,94,5408
53,88,22,62,44,6319
64,22,13,33,26,4531
39,52,93,20,85,5172
31,43,61,53,43,5843
79,48,12,67,88,6191
67,0,53,66,32,6054
88,20,72,99,96,7424
30,50,13,85,65,2872
71,21,19,77,23,5548
62,85,93,5,12,6058
24,5,64,80,47,5103
59,73,39,26,18,4971
63,61,15,74,51,5141
72,53,29,76,22,6247
2,38,42,58,4,6309
77,71,96,32,95,6102
35,20,39,74,41,4489
87,95,62,94,69,7038
63,25,93,38,71,6429
39,38,84,17,5,4077
97,70,20,5,39,6354
69,40,21,6,90,5961
50,90,89,5,59,6481
95,69,22,2,88,6203
98,15,63,31,31,6409
78,26,58,27,95,5594
16,38,46,44,59,5145
25,90,4,92,73,5181
59,20,27,37,67,5635
83,2,81,88,74,6560
50,25,25,79,67,6956
77,71,32,3,16,5402
76,20,54,48,0,4967
91,56,92,86,29,7077
8,70,87,81,50,5742
27,91,53,90,67,6285
93,86,91,35,46,6440
3,29,10,97,25,7014
51,0,93,77,42,6590
62,62,71,79,73,7509
26,38,32,35,27,6252
62,89,26,79,0,6613
16,65,27,47,74,5669
91,79,14,42,45,6626
59,34,14,45,95,6301
84,78,78,47,34,5619
51,27,62,21,38,5646
15,97,70,61,24,5704
86,26,94,50,20,4647
2,70,68,16,54,6160
50,64,55,13,52,6675
41,89,29,58,92,5485
89,55,78,26,17,5774
91,40,32,3,77,5796
13,69,25,80,2,5474
77,10,10,96,90,6129
79,54,7,78,87,0
43,98,1,12,23,6298
59,84,72,54,37,6313
10,63,13,80,32,6065
25,5,88,32,93,6365
36,36,31,43,91,5689
8,91,66,11,74,6165
1,11,16,44,67,5599
10,51,88,36,2,5357
50,21,51,5,19,5414
46,88,18,93,21,5926
10,44,62,4,30,4824
72,90,11,33,46,5849
49,90,45,98,14,5694
38,81,41,6,89,5271
38,52,11,64,11,5597
3,62,18,34,64,4892
36,11,0,78,80,6650
88,89,43,54,98,7191
52,15,46,76,58,5893
16,20,93,79,92,6640
88,47,1,70,59,5544
18,15,84,92,71,6336
95,31,11,96,92,6542
79,15,62,15,83,5015
0,65,20,94,52,6046
87,78,14,15,47,5380
36,46,6,91,70,6754
36,95,32,34,76,6276
23,90,18,84,74,5008
25,39,35,8,8,4789
30,57,98,2,71,5103
21,74,57,3,70,4916
80,36,58,36,78,6628
22,50,81,92,87,5534
74,90,37,19,16,5767
80,9,84,25,27,5187
15,76,12,56,68,6131
68,22,28,81,66,5022
76,18,16,93,21,6361
11,73,67,27,29,7685
33,4,70,65,21,5564
35,87,97,43,80,5973
89,19,6,63,5,5876
1,99,99,14,65,6144
38,34,74,91,36,6396
72,2,0,21,37,4865
1,51,44,72,94,6222
60,66,43,86,31,0
65,54,9,85,78,5937
13,84,71,94,99,8057
55,86,56,88,69,6733
59,31,61,37,63,5811
40,90,77,97,86,7553
83,36,86,58,89,6731
65,68,84,59,4,5919
47,6,36,70,94,6497
13,25,79,21,66,5424
34,59,76,57,49,5473
97,74,7,54,64,5760
54,97,22,45,19,5577
19,17,79,57,87,7359
26,58,88,21,92,6101
25,8,68,51,4,4546
95,52,25,93,96,6196
79,38,92,86,58,6455
48,25,51,68,61,7342
73,54,95,51,55,7703
37,20,91,36,66,6581
5,51,58,85,98,6560
34,25,28,57,10,5132
48,1,27,92,50,5383
68,18,15,50,26,6349
17,49,11,61,51,2435
37,67,40,70,89,6608
35,9,10,55,8,4257
54,41,0,25,36,5019
77,46,57,71,39,0
89,84,53,73,63,6595
83,30,60,39,9,5844
6,24,92,53,63,5404
14,56,26,65,88,6031
65,20,62,78,49,5771
96,68,4,14,8,5881
42,5,31,52,3,5685
21,80,24,95,45,5819
32,34,62,8,10,5162
85,16,48,6,46,5998
46,85,44,42,57,5146
17,82,87,91,50,6617
9,76,1,66,29,5686
35,90,42,16,9,6300
98,21,65,82,4,6186
9,65,73,87,55,5665
51,5,30,84,56,5948
0,85,11,4,97,5436
92,9,56,42,9,5882
67,70,92,80,13,7396
18,29,66,96,7,5903
92,32,48,16,24,6599
5,62,32,83,12,4757
21,58,38,36,74,5466
63,88,66,71,73,7648
45,33,1,63,40,5930
20,14,64,41,3,5097
39,47,2,36,12,5017
12,36,58,10,77,5764
15,63,0,5,73,4393
41,66,23,27,58,0
31,13,41,8,76,4808
51,89,77,56,38,5860
62,76,92,9,53,0
18,68,6,84,31,6224
43,51,33,58,77,6298
3,60,96,66,29,6515
20,19,8,51,26,6659
26,75,87,97,48,6063
61,97,98,19,61,6720
20,11,74,43,86,4852
63,33,79,52,11,4492
71,21,0,47,42,5263
79,80,70,12,86,6584
19,67,99,93,62,6197
36,45,19,29,35,6122
59,47,66,61,40,6307
34,67,43,88,62,6837
93,38,1,48,74,5567
99,0,61,56,63,6655
40,13,98,9,79,6275
78,66,62,83,39,6902
2,68,86,20,20,7683
76,91,27,19,4,4974
51,20,58,86,44,5969
6,80,40,63,43,5503
27,44,4,8,29,5627
18,10,73,78,42,6228
64,74,11,50,42,6146
82,64,72,78,54,5845
71,67,48,88,95,7003
8,59,2,15,18,4078
35,58,98,21,1,6104
80,43,13,50,2,5750
53,18,61,49,62,5871
24,69,97,88,19,6538
21,37,38,36,0,4028
68,16,69,49,80,6003
8,33,38,33,78,5249
31,91,66,45,7,5776
38,11,89,30,59,5330
19,16,77,17,79,7166
61,70,9,41,43,5582
90,57,59,23,50,7342
52,31,89,82,75,6637
77,74,40,81,52,7588
51,25,15,64,97,5707
21,67,77,83,70,6386
97,57,95,60,38,5650
5,8,59,56,67,4958
84,49,53,58,71,6056
61,33,13,66,71,6469
97,55,65,73,87,6805
8,41,92,37,17,4605
76,44,53,62,5,5963
19,11,72,34,63,6493
41,67,87,40,20,7351
51,30,66,21,35,6214
99,41,31,64,38,6574
86,28,88,32,2,6815
77,11,1,42,85,6183
61,13,6,13,47,4883
46,77,95,51,53,6968
40,91,99,52,0,6565
7,8,73,64,39,5109
56,97,58,32,9,6264
96,6,87,32,68,5619
46,29,3,4,77,5971
56,54,19,15,79,0
2,75,84,62,72,6609
12,74,90,10,35,6027
85,75,99,64,57,7373
68,79,18,76,97,7392
76,9,72,42,58,6760
71,84,13,85,86,6795
57,37,42,3,24,4571
26,19,47,29,58,6015
10,4,36,6,20,3476
0,29,89,68,40,5917
40,9,74,83,85,7028
84,3,81,10,32,5582
5,50,62,54,36,5140
25,5,40,1,98,6144
38,46,65,83,14,5480
1,18,81,9,78,5080
53,59,21,48,82,5826
11,5,55,52,97,5279
19,32,19,13,8,5256
46,36,89,13,66,6025
24,33,18,74,12,4176
50,98,91,56,71,7429
83,57,35,62,52,6479
61,82,78,13,8,6364
46,96,26,75,59,6511
17,91,21,36,65,6353
13,81,40,28,54,5495
4,53,36,45,15,4766
50,7,77,55,18,5324
83,44,35,96,92,7091
21,33,90,23,57,6108
2,82,23,46,67,6087
84,76,44,4,90,7458
52,86,20,63,34,5134
20,13,80,41,23,5558
99,13,88,8,43,5785
13,99,66,35,21,7952
30,4,67,29,66,5712
88,69,44,34,94,6624
61,7,16,34,79,5773
80,99,40,35,28,5724
79,8,68,8,24,4342
98,10,72,87,72,6555
12,49,85,86,99,6324
32,40,62,63,7,5800
96,95,53,98,32,7269
10,57,47,99,17,5712
93,41,77,80,58,6809
33,83,88,67,71,7921
12,0,76,49,71,5089
51,11,42,54,54,7121
87,67,46,86,90,8443
97,60,65,72,4,6934
80,10,47,35,61,6688
52,83,42,62,13,5034
42,54,13,75,75,5640
8,3,2,1,97,5257
32,83,13,38,41,5390
44,76,23,74,95,6555
44,4,45,18,13,4044
94,55,54,23,79,6198
30,13,87,11,56,3984
95,14,91,12,44,5803
7,91,42,79,72,7115
7,94,16,41,0,4767
64,57,73,3,42,6556
73,2,62,9,52,6555
96,59,75,86,60,5936
89,21,16,79,12,6039
41,35,18,58,75,5950
22,50,55,7,59,5322
39,3,35,15,49,5866
98,88,51,38,41,7390
56,50,85,18,10,5880
83,96,81,29,73,6929
54,51,7,95,45,5973
66,45,90,36,79,7034
82,67,98,9,69,7273
97,27,29,81,30,6830
20,28,86,67,95,6924
89,1,65,31,5,5661
22,76,2,83,36,5286
7,13,35,80,40,5369
4,63,20,73,36,5848
36,45,79,63,46,6461
79,12,79,99,22,6996
2,7,63,97,44,4731
39,3,29,80,88,6747
26,72,94,26,14,5281
23,8,93,25,12,7088
54,28,48,45,17,6073
33,68,8,26,12,6232
47,8,43,42,55,4582
11,9,90,18,73,5482
82,79,47,0,43,5691
67,53,50,23,48,0
92,22,91,99,72,7132
90,42,53,51,8,4753
64,21,50,99,13,5133
96,74,56,49,72,7539
6,73,60,94,65,6138
43,45,26,27,38,4193
49,18,25,20,26,4847
44,97,25,79,27,5031
42,65,30,25,93,5142
75,32,52,65,95,5837
28,30,58,15,95,5498
1,51,37,67,59,5935
18,12,89,87,27,6628
25,6,73,99,92,5332
56,10,31,91,94,7384
64,9,8,62,38,5483
59,95,50,75,43,6372
89,88,47,29,31,5743
48,51,80,6,81,0
47,60,51,80,82,9071
53,82,74,47,18,5265
59,16,63,17,47,5823
69,11,52,64,51,6080
77,69,48,23,35,0
97,15,68,64,71,6118
6,32,87,20,18,4760
8,43,89,45,13,6214
41,3,4,60,49,5435
49,28,22,32,97,5327
41,4,6,11,23,5388
29,87,98,44,43,6497
41,35,79,1,21,5838
88,9,59,85,1,5753
98,86,0,20,93,6694
37,15,70,36,84,5869
18,25,52,91,63,5840
10,92,31,77,38,7663
30,12,48,16,0,5102
44,76,45,53,69,6050
99,86,87,46,78,7721
28,19,20,33,29,4574
61,49,55,29,11,6170
64,12,31,58,43,4959
72,71,57,26,13,7136
41,76,10,32,50,4002
80,46,11,54,53,6077
90,90,25,44,51,6405
23,54,30,17,59,5972
83,54,34,94,57,7353
19,54,46,38,9,4485
23,83,89,71,18,6162
43,72,81,1,39,6129
94,85,85,88,86,7172
49,69,99,0,28,6036
5,57,61,32,99,6051
68,67,69,91,5,6053
27,16,61,36,91,5451
70,55,63,24,90,6418
82,86,76,1,63,7331
66,91,63,81,60,6105
54,41,28,96,9,6137
37,16,30,19,89,5114
78,25,43,53,7,5418
5,41,95,96,71,6303
76,8,69,8,33,4529
64,68,29,87,11,5748
9,63,96,3,99,6199
23,72,39,1,41,4361
78,5,38,35,70,5949
36,6,37,5,76,5236
99,56,33,55,9,6565
16,16,87,16,28,5682
77,8,50,31,11,4600
96,1,32,38,94,6428
94,72,1,72,8,6051
45,83,74,76,79,6720
58,28,67,92,89,6267
72,46,70,64,28,3531
